cityName,stationName,ownerName,total_COUNT,onlyWomenSongs_COUNT,onlyWomenSongs_PERCENT,b2bWomenSongs_COUNT,b2bWomenSongs_PERCENT,onlyMenSongs_COUNT,onlyMenSongs_PERCENT,b2bMenSongs_COUNT,b2bMenSongs_PERCENT,onlyMixedGenderSongs_COUNT,onlyMixedGenderSongs_PERCENT,b2bMixedGenderSongs_COUNT,b2bMixedGenderSongs_PERCENT,onlyCombinedGenderSongs_COUNT,onlyCombinedGenderSongs_PERCENT,b2bCombinedGenderSongs_COUNT,b2bCombinedGenderSongs_PERCENT,onlyCollabGenderSongs_COUNT,onlyCollabGenderSongs_PERCENT,b2bCollabGenderSongs_COUNT,b2bCollabGenderSongs_PERCENT,combinedCollabDiff_COUNT,combinedCollabDiff_PERCENT,b2bcombinedCollabDiff_COUNT,b2bcombinedCollabDiff_PERCENT,onlyNonWhiteSongs_COUNT,onlyNonWhiteSongs_PERCENT,b2bNonWhiteSongs_COUNT,b2bNonWhiteSongs_PERCENT,onlyNonWhiteWomenSongs_COUNT,onlyNonWhiteWomenSongs_PERCENT,b2bNonWhiteWomenSongs_COUNT,b2bNonWhiteWomenSongs_PERCENT
Austin,KASE-FM,iHeartMedia,5876,581,9.887678692988427,49,0.8339006126616746,4821,82.04560925799865,3864,65.75901974132063,474,8.066712049012933,17,0.2893124574540504,1055,17.95439074200136,114,1.9400953029271615,976,16.60993873383254,105,1.786929884275017,79,1.3444520081688225,9,0.1531654186521445,418,7.113682777399591,28,0.4765146358066712,0,0,0,0
Austin,KVET-FM,iHeartMedia,5842,746,12.769599452242383,5,0.08558712769599452,4818,82.47175624786031,3800,65.04621704895584,274,4.6901745977405,1,0.017117425539198903,1020,17.459774049982883,16,0.27387880862718245,828,14.173228346456693,12,0.20540910647038688,192,3.2865457035261905,4,0.06846970215679557,129,2.208147894556659,2,0.034234851078397806,0,0,0,0
Charlotte,WKKT-FM,iHeartMedia,6118,441,7.208237986270023,19,0.3105590062111801,5108,83.49133703824779,4174,68.22491010134031,569,9.300424975482183,31,0.5067015364498202,1010,16.508662961752208,94,1.5364498202026806,942,15.397188623733246,88,1.4383785550833605,68,1.1114743380189616,6,0.09807126511932007,400,6.538084341288003,14,0.2288329519450801,2,0.032690421706440015,0,0
Charlotte,WSOC-FM,Beasley,6454,560,8.676789587852495,25,0.3873566780291292,5218,80.84908583823986,4151,64.31670281995662,676,10.474124573907655,47,0.7282305546947629,1236,19.15091416176015,182,2.8199566160520604,1130,17.50852184691664,151,2.3396343352959406,106,1.6423923148435087,31,0.4803222807561198,501,7.762627827703749,27,0.41834521227145954,5,0.07747133560582584,0,0
Chicago,WUSN-FM,Audacy/Entercom,6619,786,11.87490557486025,79,1.1935337664299743,5298,80.04230246260764,4187,63.25728962078864,535,8.082791962532104,36,0.5438888049554313,1321,19.957697537392356,217,3.278440852092461,1267,19.14186432995921,197,2.9762804048949993,54,0.8158332074331476,20,0.3021604471974615,653,9.86553860099713,48,0.7251850732739085,0,0,0,0
Cincinnati,WNNF-FM,Cumulus,6060,621,10.247524752475247,14,0.23102310231023102,4949,81.66666666666667,3922,64.71947194719472,490,8.085808580858085,24,0.39603960396039606,1111,18.333333333333332,95,1.5676567656765676,962,15.874587458745875,77,1.2706270627062706,149,2.458745874587457,18,0.29702970297029707,365,6.023102310231023,24,0.39603960396039606,0,0,0,0
Cincinnati,WUBE-FM,Hubbard,6221,648,10.41633177945668,2,0.032149172158816915,5024,80.75872046294808,3833,61.61388844237261,549,8.824947757595242,4,0.06429834431763383,1197,19.24127953705192,19,0.30541713550876065,1139,18.30895354444623,15,0.24111879119112684,58,0.9323259926056906,4,0.06429834431763382,462,7.426458768686706,33,0.530461340620479,0,0,0,0
Cincinnati,WYGY-FM,Hubbard,6696,751,11.215651135005974,13,0.19414575866188769,5607,83.73655913978494,4581,68.41397849462365,338,5.04778972520908,11,0.16427718040621267,1089,16.263440860215052,75,1.1200716845878136,953,14.232377538829152,50,0.7467144563918757,136,2.0310633213859006,25,0.37335722819593786,250,3.733572281959379,7,0.1045400238948626,0,0,0,0
Columbus,WCOL-FM,iHeartMedia,5571,450,8.077544426494345,11,0.1974510859809729,4624,83.00125650691079,3752,67.34877041823731,497,8.921199066594866,33,0.5923532579429186,947,16.99874349308921,91,1.633458984024412,878,15.760186681026745,83,1.4898581942200682,69,1.2385568120624662,8,0.14360078980434388,397,7.126189194040568,14,0.2513013821576019,0,0,0,0
Dallas,KPLX-FM,Cumulus,6028,699,11.59588586595886,15,0.24883875248838755,5002,82.9794293297943,4023,66.73855341738553,327,5.424684804246848,9,0.14930325149303253,1026,17.020570670205707,55,0.9124087591240875,894,14.830789648307896,44,0.7299270072992701,132,2.1897810218978115,11,0.1824817518248174,206,3.417385534173855,8,0.13271400132714,0,0,0,0
Dallas,KSCS-FM,Audacy/Entercom,6359,511,8.035854694134297,13,0.20443465953766315,5171,81.31781726686586,4055,63.76788803270954,677,10.646328038999844,18,0.28306337474445664,1188,18.68218273313414,84,1.320962415474131,1124,17.675735178487184,77,1.21088221418462,64,1.0064475546469573,7,0.11008020128951101,351,5.519735807516906,20,0.31451486082717406,0,0,0,0
Greensboro,WPAW-FM,Audacy/Entercom,7123,691,9.700968692966446,41,0.5756001684683419,5705,80.09265758809491,4508,63.28794047451917,727,10.20637371893865,69,0.968692966446722,1418,19.907342411905095,233,3.27109364032009,1352,18.980766530956057,213,2.990313070335533,66,0.9265758809490379,20,0.2807805699845569,609,8.549768356029762,43,0.6036782254667977,1,0.014039028499227854,0,0
Greensboro,WTQR-FM,iHeartMedia,6194,436,7.039070067807556,26,0.4197610590894414,5219,84.25896028414594,4321,69.76105908944139,539,8.701969648046497,17,0.27445915402001936,975,15.741039715854052,92,1.4853083629318695,856,13.819825637713917,79,1.275427833387149,119,1.9212140781401352,13,0.20988052954472058,516,8.33064255731353,36,0.581207620277688,0,0,0,0
Houston,KSCS-FM,Audacy/Entercom,6359,511,8.035854694134297,13,0.20443465953766315,5171,81.31781726686586,4055,63.76788803270954,677,10.646328038999844,18,0.28306337474445664,1188,18.68218273313414,84,1.320962415474131,1124,17.675735178487184,77,1.21088221418462,64,1.0064475546469573,7,0.11008020128951101,351,5.519735807516906,20,0.31451486082717406,0,0,0,0
Houston,KKBQ-FM,COX,6503,649,9.980009226510841,46,0.7073658311548516,5223,80.31677687221283,4112,63.232354298016304,631,9.703213901276333,40,0.6151007227433493,1280,19.683223127787176,184,2.8294633246194065,1188,18.26849146547747,168,2.583423035522067,92,1.4147316623097055,16,0.24604028909733966,502,7.719514070429033,27,0.41519298785176073,3,0.046132554205751186,0,0
Indianapolis,WFMS-FM,Cumulus,6210,456,7.342995169082125,14,0.22544283413848631,5097,82.07729468599034,4088,65.829307568438,657,10.579710144927535,28,0.45088566827697263,1113,17.92270531400966,111,1.7874396135265702,1031,16.602254428341386,98,1.578099838969404,82,1.3204508856682757,13,0.20933977455716613,402,6.473429951690821,23,0.3703703703703704,0,0,0,0
Indianapolis,WLHK-FM,Emmis,7211,588,8.154208847593953,34,0.47150187213978645,5851,81.13992511440854,4692,65.06725835529052,772,10.705866037997504,66,0.9152683400360561,1360,18.86007488559146,215,2.9815559561780614,1268,17.584246290389682,192,2.6625988073776177,92,1.2758285952017765,23,0.3189571488004437,574,7.960061017889336,34,0.47150187213978645,0,0,0,0
KansasCity,KBEQ-FM,Steel City,6272,673,10.730229591836734,24,0.3826530612244898,5135,81.8718112244898,4137,65.95982142857143,464,7.3979591836734695,35,0.5580357142857143,1137,18.128188775510203,151,2.407525510204082,1027,16.37436224489796,113,1.8016581632653061,110,1.753826530612244,38,0.6058673469387756,406,6.4732142857142865,16,0.25510204081632654,2,0.03188775510204082,0,0
KansasCity,KFKF-FM,Steel City,6172,560,9.073233959818536,10,0.16202203499675957,5345,86.60077770576798,4543,73.60661049902787,267,4.325988334413481,4,0.06480881399870382,827,13.399222294232016,41,0.6642903434867142,697,11.292935839274142,20,0.32404406999351915,130,2.106286454957875,21,0.3402462734931951,315,5.103694102397926,12,0.19442644199611148,0,0,0,0
KansasCity,WDAF-FM,Audacy/Entercom,6807,824,12.10518583810783,67,0.9842808873218746,5289,77.69942706037902,4026,59.14499779638608,694,10.195387101513148,53,0.7786102541501395,1518,22.300572939620977,268,3.9371235492874983,1403,20.611135595710298,226,3.3201116497722936,115,1.6894373439106793,42,0.6170118995152047,662,9.725282797120611,55,0.8079917731746732,0,0,0,0
LosAngeles,KKGO-FM,Mount Wilson FM,6380,819,12.836990595611287,81,1.2695924764890283,4947,77.53918495297806,3792,59.43573667711599,614,9.623824451410657,59,0.9247648902821317,1433,22.460815047021942,285,4.467084639498433,1293,20.26645768025078,221,3.4639498432601883,140,2.194357366771161,64,1.0031347962382444,432,6.77115987460815,23,0.3605015673981191,8,0.12539184952978058,0,0
Nashville,WKDF-FM,Cumulus,5943,628,10.567053676594313,39,0.6562342251388188,4686,78.84906612821807,3617,60.86151775197711,629,10.583880195187616,47,0.7908463738852431,1257,21.15093387178193,198,3.331650681474003,1164,19.586067642604746,162,2.7258960121150935,93,1.5648662291771842,36,0.6057546693589093,452,7.605586404172976,28,0.47114252061248524,0,0,0,0
Nashville,WSM-FM,Cumulus,6536,1028,15.728274173806609,40,0.6119951040391677,5155,78.87086903304773,3893,59.56242350061199,353,5.400856793145655,6,0.09179926560587516,1381,21.129130966952264,130,1.9889840881272949,1176,17.99265605875153,79,1.2086903304773562,205,3.1364749082007357,51,0.7802937576499387,160,2.4479804161566707,4,0.06119951040391676,0,0,0,0
Philadelphia,WXTU-FM,Beasley,6383,754,11.812627291242363,58,0.9086636377878741,5005,78.41140529531569,3853,60.36346545511515,624,9.775967413441954,46,0.7206642644524518,1378,21.58859470468432,239,3.744320852263826,1255,19.66160112799624,199,3.117656274479085,123,1.92699357668808,40,0.6266645777847408,609,9.540968196772678,51,0.7989973366755445,0,0,0,0
SanAntonio,KAJA-FM,iHeartMedia,5813,523,8.997075520385343,37,0.636504386719422,4812,82.77997591605023,3900,67.09100292447961,478,8.222948563564426,17,0.29244796146568036,1001,17.220024083949767,104,1.7890934113194565,945,16.256666093239293,98,1.685876483743334,56,0.9633579907104739,6,0.10321692757612255,480,8.257354206089799,33,0.5676931016686737,0,0,0,0
SanAntonio,KCYY-FM,Cox,6474,741,11.44578313253012,64,0.9885696632684584,5258,81.2171763978993,4231,65.35372258263824,475,7.3370404695705895,36,0.5560704355885079,1216,18.78282360210071,200,3.0892801977139324,1134,17.516218721037998,166,2.564102564102564,82,1.2666048810627117,34,0.5251776336113685,501,7.738646895273401,34,0.5251776336113685,0,0,0,0
Tampa,WFUS-FM,iHeartMedia,6125,505,8.244897959183675,20,0.326530612244898,5096,83.2,4122,67.29795918367347,524,8.555102040816326,20,0.326530612244898,1029,16.8,69,1.126530612244898,958,15.640816326530613,60,0.9795918367346939,71,1.1591836734693874,9,0.14693877551020407,491,8.016326530612245,32,0.5224489795918368,0,0,0,0
Tampa,WQYK-FM,Beasley,6523,620,9.5048290663805,39,0.5978844090142573,5386,82.56936992181511,4400,67.45362563237775,517,7.925801011804384,37,0.5672236700904493,1137,17.430630078184883,164,2.5141805917522615,1057,16.20420052123256,149,2.284225049823701,80,1.226429556952322,15,0.2299555419285606,513,7.864479533956768,31,0.47524145331902495,3,0.0459911083857121,0,0
WashingtonDC,WMZQ-FM,iHeartMedia,5705,528,9.25503943908852,22,0.38562664329535495,4667,81.80543382997371,3683,64.55740578439965,510,8.939526730937773,14,0.245398773006135,1038,18.194566170026295,72,1.2620508326029798,973,17.05521472392638,68,1.1919368974583697,65,1.1393514460999157,4,0.07011393514461006,447,7.835232252410167,28,0.49079754601227,0,0,0,0